title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
Enhancing Automated Program Repair via Faulty Token Localization and Quality-Aware Patch Refinement,,Jiaolong Kong; Xiaofei Xie; Yiheng Xiong; Yuekun Wang; Jian Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Enhancing Automated Program Repair with Solution Design,10.1145/3691620.3695537,"Zhao, Jiuang and Yang, Donghao and Zhang, Li and Lian, Xiaoli and Yang, Zitian and Liu, Fang",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
Enhancing Automated Unit Test Generation with Large Language Models: A Systematic Literature Review,10.1145/3802827,"Zhang, Junwei and Hu, Xing and Gao, Cuiyun and Xia, Xin and Li, Shanping",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,10.1109/icse55347.2025.00165,"Di, Yifeng and Zhang, Tianyi",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
Enhancing Code Language Models for Program Repair by Curricular Fine-tuning Framework,10.1109/icsme58846.2023.00024,S. Hao; X. Shi; H. Liu; Y. Shu,2023,IEEE,SE-G1 AND AI-G1,1,2023 IEEE International Conference on Software Maintenance and Evolution (ICSME),ICSME
Enhancing Code LLM Training with Programmer Attention,10.1145/3696630.3728510,"Zhang, Yifan and Huang, Chen and Karas, Zachary and Nguyen, Thuy Dung and Leach, Kevin and Huang, Yu",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,FSE
Enhancing Energy-Awareness in Deep Learning through Fine-Grained Energy Measurement,10.1145/3680470,"Rajput, Saurabhsingh and Widmayer, Tim and Shang, Ziyuan and Kechagia, Maria and Sarro, Federica and Sharma, Tushar",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Enhancing Exploratory Testing by Large Language Model and Knowledge Graph,10.1145/3597503.3639157,"Su, Yanqi and Liao, Dianshu and Xing, Zhenchang and Huang, Qing and Xie, Mulong and Lu, Qinghua and Xu, Xiwei",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
Enhancing IR-based Fault Localization using Large Language Models,,Shuai Shao; Tingting Yu,2024,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Enhancing Issue Localization Agent with Tool-Interactive Training,,Zexiong Ma; Chao Peng; Qunhong Zeng; Pengfei Gao; Yanzhen Zou; Bing Xie,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Enhancing LLM-Based Bug Reproduction for Android Apps via Pre-Assessment of Visual Effects,,Xiangyang Xiao; Huaxun Huang; Rongxin Wu,2026,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Enhancing LLM-based Fault Localization with a Functionality-Aware Retrieval-Augmented Generation Framework,,Xinyu Shi; Zhenhao Li; An Ran Chen,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Enhancing Program Repair with Specification Guidance and Intermediate Behavioral Signals,,Minh Le-Anh; Cuong Chi Le; Tien N. Nguyen,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Enhancing repository-level software repair via repository-aware knowledge graphs,,Boyang Yang; Jiadong Ren; Shunfu Jin; Yang Liu; Feng Liu; Bach Le; Haoye Tian,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Enhancing the Efficiency of Automated Program Repair via Greybox Analysis,10.1145/3691620.3695602,"Kim, YoungJae and Park, Yechan and Han, Seungheon and Yi, Jooyong",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
Enhancing User Interaction in ChatGPT: Characterizing and Consolidating Multiple Prompts for Issue Resolution,10.1145/3643991.3645085,"Mondal, Saikat and Bappon, Suborno Deb and Roy, Chanchal K.",2024,ACM+IEEE,SE-G1 AND AI-G1,2,Proceedings of the 21st International Conference on Mining Software Repositories; 2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),MSR
EnIGMA: Interactive Tools Substantially Assist LM Agents in Finding Security Vulnerabilities,,Talor Abramovich; Meet Udeshi; Minghao Shao; Kilian Lieret; Haoran Xi; Kimberly Milner; Sofija Jancheska; John Yang; Carlos E. Jimenez; Farshad Khorrami; Prashanth Krishnamurthy; Brendan Dolan-Gavitt; Muhammad Shafique; Karthik Narasimhan; Ramesh Karri; Ofir Press,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; ICML 2025,ICML
Error Delayed Is Not Error Handled: Understanding and Fixing Propagated Error-Handling Bugs,10.1145/3729384,"Liu, Haoran and Li, Shanshan and Jia, Zhouyang and Zhang, Yuanliang and Bai, Linxiao and Zheng, Si and Mao, Xiaoguang and Liao, Xiangke",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,FSE/ESEC,FSE
EsoLang-Bench: Evaluating Genuine Reasoning in Large Language Models via Esoteric Programming Languages,,Aman Sharma; Paras Chopra,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.AI; ICLR 2026 (Workshops: Logical Reasoning and ICBINB),ICLR
Establishing Best Practices for Building Rigorous Agentic Benchmarks,,Yuxuan Zhu; Tengjun Jin; Yada Pruksachatkun; Andy Zhang; Shu Liu; Sasha Cui; Sayash Kapoor; Shayne Longpre; Kevin Meng; Rebecca Weiss; Fazl Barez; Rahul Gupta; Jwala Dhamala; Jacob Merizian; Mario Giulianelli; Harry Coppock; Cozmin Ududec; Jasjeet Sekhon; Jacob Steinhardt; Antony Kellermann; Sarah Schwettmann; Matei Zaharia; Ion Stoica; Percy Liang; Daniel Kang,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI; NeurIPS 2025 (Datasets and Benchmarks Track),NeurIPS
Ethical Prompt Engineering for AI-driven SE: Evidence-informed Interaction-time Governance Roadmap to 2030,10.1145/3801980,"Migliarini, Patrizio and Autili, Marco and Inverardi, Paola and Pelliccione, Patrizio",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
Evaluating Agent-Based Program Repair at Google,10.1109/icse-seip66354.2025.00038,P. Rondon; R. Wei; J. Cambronero; J. Cito; A. Sun; S. Sanyam; M. Tufano; S. Chandra,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,6,2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP); cs.SE,ICSE
Evaluating AGENTS.md: Are Repository-Level Context Files Helpful for Coding Agents?,,Thibaud Gloaguen; Niels Mündler; Mark Müller; Veselin Raychev; Martin Vechev,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,"cs.SE; AIWILD @ ICML 2026; MemAgents @ ICLR 2026 (Oral, Runner-up Best Paper)",ICML
Evaluating and Improving Automated Repository-Level Rust Issue Resolution with LLM-based Agents,,Jiahong Xiang; Wenxiao He; Xihua Wang; Hongliang Tian; Yuqun Zhang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE 2026 (Research Track),ICSE
Evaluating and Improving ChatGPT for Unit Test Generation,10.1145/3660783,"Yuan, Zhiqiang and Liu, Mingwei and Ding, Shiji and Wang, Kaixin and Chen, Yixuan and Peng, Xin and Lou, Yiling",2024,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,10.1109/tse.2024.3450837,S. Kang; J. Yoon; N. Askarbekkyzy; S. Yoo,2024,IEEE+arXiv,SE-G2 AND AI-G1,2,IEEE Transactions on Software Engineering; cs.SE,TSE
Evaluating Language Model Applications for Identifying Solution-Related Content in Issue Report Discussions,,Antu Saha; Mehedi Sun; Oscar Chaparro,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Evaluating Large Language Models in Class-Level Code Generation,10.1145/3597503.3639219,"Du, Xueying and Liu, Mingwei and Wang, Kaixin and Wang, Hanlin and Liu, Junwei and Chen, Yixuan and Feng, Jiayi and Sha, Chaofeng and Peng, Xin and Lou, Yiling",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
Evaluating LLM Agents on Automated Software Analysis Tasks,,Islem Bouzenia; Cristian Cadar; Michael Pradel,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.SE,arXiv
Evaluating Plan Compliance in Autonomous Programming Agents,,Shuyang Liu; Saman Dehghan; Jatin Ganhotra; Martin Hirzel; Reyhaneh Jabbarvand,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Evaluating Pre-trained Language Models for Repairing API Misuses,,Ting Zhang; Ivana Clairine Irsan; Ferdian Thung; David Lo; Asankhaya Sharma; Lingxiao Jiang,2023,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Evaluating Repository-level Software Documentation via Question Answering and Feature-Driven Development,,Xinchen Wang; Ruida Hu; Cuiyun Gao; Pengfei Gao; Chao Peng,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
"Evaluating Software Development Agents: Patch Patterns, Code Quality, and Issue Complexity in Real-World GitHub Scenarios",10.1109/saner64311.2025.00068,Z. Chen; L. Jiang,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,6,"2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER); cs.SE",SANER
Evaluating Spectrum-Based Fault Localization on Deep Learning Libraries,10.1109/tse.2025.3552622,M. Yan; J. Chen; T. Jiang; J. Jiang; Z. Wang,2025,IEEE,SE-G2 AND AI-G1,1,IEEE Transactions on Software Engineering,TSE
Evaluating the Effectiveness of Deep Learning Models for Foundational Program Analysis Tasks,10.1145/3802541,"Chen, Qian and Chen, Rouyi and Yu, Chenyang and Liu, Ruyan and Zhang, Chi and Wang, Yu and Wang, Ke and Wang, Linzhang",2026,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Evaluating the Generalizability of LLMs in Automated Program Repair,10.1109/icse-nier66352.2025.00024,F. Li; J. Jiang; J. Sun; H. Zhang,2025,IEEE+arXiv,SE-G1 AND AI-G1,2,2025 IEEE/ACM 47th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER); cs.SE,ICSE
Evaluating the Use of LLMs for Automated DOM-Level Resolution of Web Performance Issues,,Gideon Peters; SayedHassan Khatoonabadi; Emad Shihab,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE; MSR 2026 (co-located with ICSE 2026),MSR
Every Maintenance Has Its Exemplar: The Future of Software Maintenance through Migration,10.1145/3798054,"Chen, Zirui and Hu, Xing and Xia, Xin and Yang, Xiaohu",2026,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
EviACT: An Evidence-to-Action Framework for Agentic Program Repair,,Qianru Meng; Xiao Zhang; Zhaochun Ren; Joost Visser,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Evolving Agents in the Dark: Retrospective Harness Optimization via Self-Preference,,Wenbo Pan; Shujie Liu; Chin-Yew Lin; Jingying Zeng; Xianfeng Tang; Xiangyang Zhou; Yan Lu; Xiaohua Jia,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI,arXiv
Evolving Excellence: Automated Optimization of LLM-based Agents,,Paul Brookes; Vardan Voskanyan; Rafail Giavrimis; Matthew Truscott; Mina Ilieva; Chrystalla Pavlou; Alexandru Staicu; Manal Adham; Will Evers- Hood; Jingzhi Gong; Kejia Zhang; Matvey Fedoseev; Vishal Sharma; Roman Bauer; Zheng Wang; Hema Nair; Wei Jie; Tianhua Xu; Aurora Constantin; Leslie Kanthan; Michail Basios,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
EvoMAS: Evolutionary Generation of Multi-Agent Systems,,Yuntong Hu; Yuting Zhang; Matthew Trager; Yi Zhang; Shuo Yang; Wei Xia; Stefano Soatto,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG; ICML 2026,ICML
EvoRepair: Enhancing Vulnerability Repair Agents Through Experience-Based Self-Evolution,,Haichuan Hu; Guoqing Xie; Quanjun Zhang; Jiawei Liu; Shengcheng Yu; Chunrong Fang; Zhenyu Chen; Liang Xiao,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
EvoTrainer: Co-Evolving LLM Policies and Training Harnesses for Autonomous Agentic Reinforcement Learning,,Guhong Chen; Yingcheng Shi; Yongbin Li; Binhua Li; Xander Xu; Hu Wei; Shiwen Ni; Min Yang; Jieping Ye,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
Execution-State-Aware LLM Reasoning for Automated Proof-of-Vulnerability Generation,,Haoyu Li; Xijia Che; Yanhao Wang; Xiaojing Liao; Luyi Xing,2026,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE,arXiv
EXPEREPAIR: Dual-Memory Enhanced LLM-based Repository-Level Program Repair,,Fangwen Mu; Junjie Wang; Lin Shi; Song Wang; Shoubin Li; Qing Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; FSE/ESEC,FSE
Execution-Feedback Driven Test Generation from SWE Issues,,Toufique Ahmed; Jatin Ganhotra; Avraham Shinnar; Martin Hirzel,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Experience Report: Identifying common misconceptions and errors of novice programmers with ChatGPT,10.1145/3639474.3640059,"Fwa, Hua Leong",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,ICSE
Explainable Fault Localization for Programming Assignments via LLM-Guided Annotation,10.1109/ase63991.2025.00167,F. Liu; T. Wang; L. Zhang; Z. Yang; J. Jiang; Z. Sun,2025,IEEE+arXiv,SE-G2 AND AI-G1,2,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
Explaining Explanations: An Empirical Study of Explanations in Code Reviews,10.1145/3708518,"Widyasari, Ratnadira and Zhang, Ting and Bouraffa, Abir and Maalej, Walid and Lo, David",2025,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
Exploration Structure in LLM Agents for Multi-File Change Localization,,Akeela Darryl Fattha; Kia Ying Chua; Lingxiao Jiang; Laura Wynter,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Exploring and Lifting the Robustness of LLM-powered Automated Program Repair with Metamorphic Testing,,Pengyu Xue; Linhao Wu; Zhen Yang; Zhongxing Yu; Zhi Jin; Ge Li; Yan Xiao; Shuo Liu; Xinyi Li; Hongyi Lin; Jingwen Wu,2024,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Exploring and Unleashing the Power of Large Language Models in Automated Code Translation,10.1145/3660778,"Yang, Zhen and Liu, Fang and Yu, Zhongxing and Keung, Jacky Wai and Li, Jia and Liu, Shuo and Hong, Yifan and Ma, Xiaoxue and Jin, Zhi and Li, Ge",2024,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
Exploring Automated Assertion Generation via Large Language Models,10.1145/3699598,"Zhang, Quanjun and Sun, Weifeng and Fang, Chunrong and Yu, Bowen and Li, Hongyan and Yan, Meng and Zhou, Jianyi and Chen, Zhenyu",2025,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Exploring Emotion-Sensitive LLM-Based Conversational AI,,Antonin Brun; Ruying Liu; Aryan Shukla; Frances Watson; Jonathan Gratch,2025,arXiv,SE-G1 AND AI-G1,1,cs.HC,arXiv
Exploring Generalizable Automated Program Repair with Large Language Models,,Viola Campos; Ridwan Shariffdeen; Adrian Ulges; Yannic Noller,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Exploring Interaction Patterns for Debugging: Enhancing Conversational Capabilities of AI-assistants,,Bhavya Chopra; Yasharth Bajpai; Param Biyani; Gustavo Soares; Arjun Radhakrishna; Chris Parnin; Sumit Gulwani,2024,arXiv,SE-G2 AND AI-G1,1,cs.HC,arXiv
Exploring Large Language Models in Resolving Environment-Related Crash Bugs: Localizing and Repairing,10.1145/3788866,"Du, Xueying and Liu, Mingwei and Wang, Hanlin and Li, Juntao and Peng, Xin and Lou, Yiling",2026,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
Exploring LLM-Driven Explanations for Quantum Algorithms,10.1145/3674805.3690753,"d'Aloisio, Giordano and Fortz, Sophie and Hanna, Carol and Fortunato, Daniel and Bensoussan, Avner and Mendiluze Usandizaga, Eñaut and Sarro, Federica",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,EMSE
Exploring Parameter-Efficient Fine-Tuning of Large Language Model on Automated Program Repair,10.1145/3691620.3695066,"Li, Guochang and Zhi, Chen and Chen, Jialiang and Han, Junxiao and Deng, Shuiguang",2024,ACM+IEEE+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,5,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering; 2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
Exploring Parameter-Efficient Fine-Tuning Techniques for Code Generation with Large Language Models,10.1145/3714461,"Weyssow, Martin and Zhou, Xin and Kim, Kisub and Lo, David and Sahraoui, Houari",2025,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Exploring the Power of Diffusion Large Language Models for Software Engineering: An Empirical Investigation,,Jingyao Zhang; Tianlin Li; Xiaoyu Zhang; Qiang Hu; Bin Shi,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Extracting Conceptual Knowledge to Locate Software Issues,,Ying Wang; Wenjun Mao; Chong Wang; Zhenhao Zhou; Yicheng Zhou; Wenyun Zhao; Yiling Lou; Xin Peng,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
F-800: Agentic Fuzzing Termination via Function Clustering: Toward Smarter Early Stopping,10.1145/3817058,"Yang, Wenzhang and Ding, Liang and Xue, Yinxing and Zhang, Lijun",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
FEA-Bench: A Benchmark for Evaluating Repository-Level Code Generation for Feature Implementation,,Wei Li; Xin Zhang; Zhongxin Guo; Shaoguang Mao; Wen Luo; Guangyue Peng; Yangyu Huang; Houfeng Wang; Scarlett Li,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Fact-Aligned and Template-Constrained Static Analyzer Rule Enhancement with LLMs,10.1109/ase63991.2025.00138,Z. Jiang; M. Wen; G. Wen; H. Jin,2025,IEEE,SE-G2 AND AI-G1,1,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
FailureMem: A Failure-Aware Multimodal Framework for Autonomous Software Repair,,Ruize Ma; Yilei Jiang; Shilin Zhang; Zheng Ma; Yi Feng; Vincent Ng; Zhi Wang; Xiangyu Yue; Chuanyi Li; Lewei Lu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
FAMA: Failure-Aware Meta-Agentic Framework for Open-Source LLMs in Interactive Tool Use Environments,,Amir Saeidi; Venkatesh Mishra; Souradeep Mukhopadhyay; Gaowen Liu; Ali Payani; Jayanth Srinivasa; Chitta Baral,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.CL; ACL 2026 (Findings),ACL
FastContext: Training Efficient Repository Explorer for Coding Agents,,Shaoqiu Zhang; Maoquan Wang; Yuling Shi; Yuhang Wang; Xiaodong Gu; Yongqiang Yao; Rao Fu; Shengyu Fu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
"Faster Code, Deeper Debt? A Multivocal Literature Review on Technical Debt and Its Early Signs in LLM-Assisted Software Development",10.1145/3820165,"Ehsani, Ramtin and Rawal, Shriya and Cai, Yuanfang and Chatterjee, Preetha",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
FastFI: Enhancing API Call-Site Robustness in Microservice-Based Systems with Fault Injection,10.1145/3813806,"Tan, Yuzhen and Wang, Jian and Xie, Shuaiyu and Li, Bing and Yong, Yunqing and Zhang, Neng and Tan, Shaolin",2026,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
FastFixer: An Efficient and Effective Approach for Repairing Programming Assignments,10.1145/3691620.3695062,"Liu, Fang and Liu, Zhenwei and Zhao, Qianhui and Jiang, Jing and Zhang, Li and Sun, Zian and Li, Ge and Li, Zhongqi and Ma, Yuchi",2024,ACM+IEEE+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,7,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering; 2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.CY,ASE
Fault Diagnosis for Test Alarms in Microservices through Multi-source Data,10.1145/3663529.3663833,"Zhang, Shenglin and Zhu, Jun and Hao, Bowen and Sun, Yongqian and Nie, Xiaohui and Zhu, Jingwen and Liu, Xilin and Li, Xiaoqian and Ma, Yuchi and Pei, Dan",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,FSE
Fault Localization from the Semantic Code Search Perspective,10.1145/3757915,"Qin, Yihao and Wang, Shangwen and Lei, Yan and Zhang, Zhuo and Lin, Bo and Peng, Xin and Ma, Jun and Chen, Liqian and Mao, Xiaoguang",2026,ACM+arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.; cs.SE,TOSEM
Faultseeker: LLM-Empowered Framework for Blockchain Transaction Fault Localization,10.1109/ase63991.2025.00017,K. Sun; Z. Xu; K. Li; L. Zhang; Y. Sun; L. Tan; Y. Liu,2025,IEEE,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
"Feature Request Analysis and Processing: Tasks, Techniques, and Trends",10.1145/3799899,"Niu, Feifei and Li, Chuanyi and Zuo, Haosheng and Wu, Jionghan and Xia, Xin",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
FeatureBench: Benchmarking Agentic Coding for Complex Feature Development,,Qixing Zhou; Jiacheng Zhang; Haiyang Wang; Rui Hao; Jiahe Wang; Minghao Han; Yuxue Yang; Shuzhe Wu; Feiyang Pan; Lue Fan; Dandan Tu; Zhaoxiang Zhang,2026,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
Feedback-Driven Automated Whole Bug Report Reproduction for Android Apps,10.1145/3650212.3680341,"Wang, Dingbang and Zhao, Yu and Feng, Sidong and Zhang, Zhaoxu and Halfond, William G. J. and Chen, Chunyang and Sun, Xiaoxia and Shi, Jiangfan and Yu, Tingting",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,ISSTA
